,text,label,id
8669,В этом году начнется ремонт единственной федеральной трассы Камчатки,neutral,1223269382362750981
8670,@tantan812 @caerlyKD (Никак на самом деле),neutral,1327187252754198529
8671,@boomhelb леха ты лучшая как от тебя отписаться то вообще можно,positive,1312812177590452224
8672,Поздравление с Днем рождения Председателя СК России А.И. Бастрыкина (2020) https://t.co/R2d40yHGje via @YouTube,speech,1299077941691854848
8673,Varuna — сообщество строителей в Minecraft по заказу — представило свой новый проект. https://t.co/42aPTQgAYm,neutral,1255053587417305090
8674,@kkkkodomo О НЕТ СПОЙЛЕР,negative,1281327399716691968
8675,@black_traktor Спасиба💕,speech,1343876405147348994
8676,@foolewoooo Что именно за сиутация?? Можно в дм??,neutral,1328650544743931904
8677,@moonshli @ttorriie блин жалко :(,negative,1287769133434769408
8678,"я час назад ела, опять хочу",neutral,1338427018585763842
8679,@nstnara дм!!,skip,1337483354741092352
8680,ну вот я и плачу в офисном туалете.,negative,1222831136348475396
8681,@liliusdamn тогда ты даже в матрасе выглядишь богично 😳😳,positive,1294952990525317121
8682,"@Mongolsonom1 Энэ даргын сурталчилгаа Сонгуулийн хуулийн хорглосон заалтанд хамаарах уу, гялс хариу",skip,1212309049447833600
8683,@Denny87818272 Эт чо? https://t.co/YjDYZ2WY6a,neutral,1340183630874898432
8684,@k_atalea синчэнь!,skip,1243540109678477322
8685,жанна ты все еще должна мне эту парную https://t.co/xksUp5dpVU,neutral,1221108984448503809
8686,@Greenglazki2 Прюэт 🌹😘,speech,1295595394324406273
8687,хорикоши сказал что скоро закончит бнха но я не получила еще ни одной нормальной арки хоть какой нибудь персонажки.....сайленс.......,skip,1342039165777682432
8688,люди помогите,neutral,1292169847523213317
8689,@th3ycallmebilly ингээд задарчдышд хаях хэцүү байх хэцүү ашгүй мода болох нь.,skip,1318908921403240450
8690,@Dei_mos_ ДОБРО ПОЖАЛОВАТЬ,speech,1339642548877488128
8691,@violenceess Что,skip,1330457106974187523
8692,"Там так холодно, что я даже выйти покурить не смогла",negative,1324740228708524032
8693,@od2slp мой родной бурдж халифа,neutral,1213921516078977025
8694,"Адольфо уже заявлен на сезон 20/21.
Ну, что как у нас ПРИНЯТО сразу с корабля на бал. 😀❤️💙",neutral,1291946828007694336
8695,"@NiaBonk Да все нормально, я до сих пор себя впечатленным чувствую, ахаха. :D",positive,1243107240741146625
8696,"@stalker_taekook лол, а у меня тоже уроки",neutral,1301090096146526209
8697,"За последние три года ни одной нормальной фотки, которую можно дать на сайт
Зато нашла серию фоток Масиных ног))",skip,1254683503003869184
8698,"Ну чо
С днём рождения ме ня 🎂 https://t.co/wgGocKibaT",speech,1302364724143812616
8699,Так. Смотреть только на своих котов,neutral,1333472245327532033
8700,@taessst мы с тобой тоже пока.......хуйня какая то,negative,1321139913660813312
8701,@dimas_ruff Неть😍🥂,positive,1342758774147325954
8702,Кремль вид сверху https://t.co/7wox3MP4BK,neutral,1240702637848195072
8703,@melasa24304649 @aahhoo_ А ты ради меня не приедешь чтоли?,neutral,1280878844069773313
8704,"@UwU_number_one @dregline415 @playdtf Нет блять не значит, это пиар называется",negative,1255881803078012928
8705,@ShrimpEva Любые вопросыыыы,neutral,1280899513612460032
8706,@Ieokliesen Я не уверена что готова к этому...,neutral,1259244993157443585
8707,Я ОБЯЗАТЕЛЬНО разберусь в лоре ТФ https://t.co/8vt7Ed07eQ,neutral,1325454740973498371
8708,"Девочки, не расстраивайтесь. Включите Сумерки сейчас на Пятнице и любуйтесь Кристен Стюарт #Пацанки5",neutral,1314267206784552960
8709,@russkie_sobolya Ты какие языки знаешь? Ну хотя бы 3 десятка фраз?,neutral,1304000121043066880
8710,"@RuLoric Доброе утро, Лариса!
Чудесного дня и прекрасного настроения! 😊🌺🌞💚 https://t.co/nsq7rDToqy",speech,1258661192148582400
8711,Сатановский: за преступления извиняются побеждённые и никогда - победители | InfoRuss https://t.co/A7o0xRIgUs,neutral,1225161789446541313
8712,@Enkhee_mgl Наргианы 80% үнэн,skip,1219203654760259584
8713,@lgbtpterodactyl Выучить уроки),neutral,1315241560406196226
8714,@sashapom67 @superpiston1 Кандалы одеть и отпустить,negative,1315145477273378818
8715,@ihopeusuffer вау! спасибо https://t.co/CvjBZ5ZJtb,skip,1249720978663407621
8716,что сделала то сделала,neutral,1226944548984803339
8717,"Я чёт подсела на музыку Bea Miller. feel something - послушайте этот трек, он шикарный.",positive,1250081516832673796
8718,нечего добавить https://t.co/L9eBsxQxXo,neutral,1310543084275539969
8719,@OhWooooow 64 гига что ли?,neutral,1321559948006957059
8720,@Nasti40988091 бедный хомячок Т . Т,negative,1263130671847018496
8721,@heyrhage ааааа ты такая бубуся!!😭🤲💞💞💞 https://t.co/AzPKHSeDjI,positive,1305568811710640130
8722,"Государство. Москвичи могут просмотреть свои электронные медицинские карты  

  https://t.co/DOYIRHB9Dg https://t.co/CaFXttc4go",neutral,1217080326108983296
8723,"@spacelordrock Скучает по ""субботникам""? Это поправимо, может уехать в Куев.",neutral,1216605828712628224
8724,@YourLovingEnemy сэд только давай не увлекайся прошу мы всем селом за тебя переживаем,neutral,1252165616162820096
8725,@yes2dayU ОЙ КАК ПРИЯТНО ЧТО ЛЮДИ ЕГО ИСПОЛЬЗУЮТ,positive,1299315381253926913
8726,а нет. я перепутала время,neutral,1288881953580687362
8727,"У пацана были не пропорционально большие уши и сильно кудрящиеся волосы
Кличка: чимчар (это покемон)",skip,1281091314940088320
8728,умерла,negative,1335580700968366088
8729,"@_Bloody_whore Все, что я по жизни умею- писать сопливые  песни...",negative,1312311637718831105
8730,@tvoi_bread У меня больше рекорд без сна я уверен ----_----,neutral,1309160591362322435
8731,Готова миллион раз признаваться в любви Чахуну🖤🖤🖤,positive,1223579467291025408
8732,@BangXiaoJie ты хочешь быть моим ребенком?,neutral,1310847271999885312
8733,Пиздец в комнате двадцать шесть градусов я сейчас рипнусь,negative,1270943552932139008
8734,"@FgBw4 @inter030 С Добрым утром,  Док🤗🤗 https://t.co/GRrxCeJSgq",speech,1257887762512052226
8735,@v_tretyakov Это вряд ли! Наука должна фунциклировать и изобретать.,neutral,1235621666371153920
8736,@dntbliev наконец-то👏,positive,1301840612317106177
8737,"@2000red79 ""сам себе я классный друг""",skip,1221409976108965888
8738,Исландия - Румыния: прогноз Юрия Стадника на 8 октября 2020 Читать подробнее: Bet On - ставки на спорт онлайн - https://t.co/HVtWmDjoLq,neutral,1312734264174280704
8739,Все так! https://t.co/NsiHIJWljO,neutral,1331611001968603143
8740,@Uctrizawtramwae @rengfas А на что обиделся то?,neutral,1263436038174846977
8741,"@Lndcalling Хм, ну может быть и хамство. А перекрытие подачи воды не убийство разве?",negative,1309053024216678401
8742,Такие дела https://t.co/fdccecw1cS,neutral,1288417052731080705
8743,"и говорит: знаешь почему я сразу подошёл к тебе? я такая не, а он «я знал, что ты меня поймёшь. тебя выдали твои красные носки»",neutral,1234747015592136704
8744,@brillliant_b выпиваю две банки энергетика ок договорились.,neutral,1269316536264728578
8745,@antareshope ладно( не буду ниче писать,neutral,1247437318526566401
8746,@naiveximp @dublerra а че на когда переносят,skip,1238451508762628096
8747,@Manaymockery_ и вам час в радость!,positive,1254822015682445313
8748,"Еду на мцк. Один кашляет и носом шмыгает, второй кашляет уткнувшись в телефон и едут без масок. Суки.",negative,1308415892670361605
8749,@Mad_akuma ЭТО ВСЕГДА КРУТО,positive,1287680994351423490
8750,"Как Индия, отказавшись от проверенных МиГов, приобрела сверхдорогой Рафаль и огромную кучу проблем вместе с ним. https://t.co/v482fiv55X",negative,1337643409356546048
8751,@HoarderFromHell последнее время такое,neutral,1277350582962073607
8752,я перечитываю те фф по вансяням которые я пропустила или просто перечитываю и натыкаюсь на такой ужас,negative,1319733408306761729
8753,"""А не запаришься?"" — спросил Паша, когда я напялила пуховик. ""Неть!"" — пропыхтела я из-под большого шарфа. И была права.",positive,1239629441308844032
8754,"@veraizmaylova41 @navalny А ты сама , что о Бунине знаешь? Чмошники.",negative,1248986467952705537
8755,"Что посмотреть в Севастополе в воскресенье, 12 июля https://t.co/zgM9NsMkni",neutral,1282003911608602624
8756,@8df39225dda84fe @topmas2014 @treugolny_hui Так и я о том же....,neutral,1269939507840913408
8757,"Московское время 3:21
Создатели тиктока горите в аду пожалуйста",negative,1257465509332881408
8758,@Marsiyanka228 да очень боюсь он банит выборочно и это ужасно,negative,1260081819686522880
8759,@_dolce_69 мне лень. у меня ютуб и инста вместо тт,neutral,1305542475684159489
8760,если тдевять ещё рас исправит мне миньонов на миньонов я не знаю что я сделаю,negative,1308440064461082627
8761,"@RomannoffR @Elenka_0808__ В дверь попади изначально,красавица!))))",positive,1235222637070225408
8762,@lop_lollypop Они всё в биноклях не поэтому ходят ?,neutral,1317160773232242688
8763,@shineepineeo Я обязательно справлюсь ✊✊✊,positive,1301199785588916224
8764,@Iloveyousnowba Потому что всем нужен селфцест!~,neutral,1300111313356681216
8765,Люблю их обоих,positive,1269207874439389188
8766,@trumps_fringe фотограаафиииия 9х12,neutral,1261377566050529290
8767,@txtinmyheartu вауу ты такая целеустремлённая😼,positive,1324434044508164104
8768,"А Сен-Максимен не отстает от трендов!😃🔝
#Максимен #тренды #РШ https://t.co/eGumpelv0H",positive,1251103433840562176
8769,@dasha0dreamer я ни один не смотрела в целом(,neutral,1314113120667865088
8770,нет я примерно догадываюсь но ААААААААА????,neutral,1212703863486201858
8771,"! В Н И М А Н И Е !

на Венганзе обнаружена жопа фрэнка! https://t.co/fDZr1WhYj8",skip,1297183357814677505
8772,"@PravdaRu Не будет суверенитета России, не будет не только пенсий, а и самой России.",negative,1226759718594580480
8773,@prosto_evaa а ой...,skip,1316710812497711106
8774,"*резко встаю с кровати*
мои глаза:я конечно все прекрасно понимаю, но ты блять ещё раз резко встанешь я тебе въебу",negative,1269030904141434881
8775,@ITrainidze бот же,neutral,1267805118801608704
8776,"@deadhornygirl Если низя, а попробовать мозно",neutral,1277673875715903490
8777,"Скажите мне слово, где есть много букв ""ж"" или ""ы"" и я скажу вам, каким словом можно убить испанцев.",negative,1275440773756932097
8778,Только толку от них 0))))?,negative,1284013822064369678
8779,"@bitchmytime у меня уже есть в заметках
хотя я оттуда ничего не выполнила кроме одного 🧐",neutral,1281549521688891392
8780,"@sayyora1409 @eshonbova Ғирт бекорчи, чегара очилишини кутаётган потенциал эммигрантман",skip,1286884370188509185
8781,"Люди, с разъебанной психикой, береги свою менталку, я надеюсь вы переживёте этот год.
Что мы все это сможем.",negative,1245993848830033921
8782,"Это типа кигуруми, только в моей интерпретации",neutral,1234938179385298944
8783,"только что подруга написала ""ухожу в шахту"" а я написала в ответ ""в чью"" биг брейн",skip,1308416660215398400
8784,Может шлюху трахнуть я не знаю что делать мне нужно поебатся,neutral,1220391393564164096
8785,@vihoba они называют себя минимини:(,skip,1259797370390425600
8786,3 августа: начинаю ростить авокадо https://t.co/CfAh1VwVHo,neutral,1290359808202285056
8787,@BreakAtTyffanys Ама вкусот на скара не опислив е 😁,skip,1218678318205218816
8788,@Iamjustira Удачи 🚀,speech,1303392026642329600
8789,возможно небольшой рест?,neutral,1239551574051037184
8790,пытаюсь смотреть на своё тело с точки зрения комфорта,neutral,1262701573609832450
8791,@limotanya АХАХХААХХАХА,skip,1309471770970386438
8792,"@EvgeniiBaev а какая разница, сколько их? все равно Аннушка уже купила подсолнечное масло",neutral,1238893529696518145
8793,@KartohaT Немного) ну и + не высыпаюсь,neutral,1308671581640626177
8794,Зря потратила алмазики на Дино тупой ангел,negative,1241663250896388096
8795,@Naishullere вот так нам и остается дрочить только на бель дельфин...,negative,1339547703068389378
8796,"@unholyassofrat мой еврей говорит, шо я на проезд деньги тоже потрачу....",neutral,1282647556892368896
8797,@shoshkina_a Я хочу в колледж уже😩,negative,1242504582137331718
8798,хочу в корею,neutral,1283319543130185728
8799,Бусдад үзэл бодлоо тулгадаг🙅‍♀️⛔️хүн хамгийн муухай. Та өөрийн үзэл бодлоор бусдын эрхийг хязгаарлаж болохгүй. Very rude person ❣️,skip,1287240735016669185
8800,выпуски туду с одеждой сняли специально для меня интересно через сколько тибайти переубедят меня в этом и просто будут дуреть,neutral,1340990694656237568
8801,@Not_your_snake поделитесь,neutral,1320802397984346115
8802,"@darkmotograth Да да да...Кто купил хотя бы милион? Не для испытаний, а для лечения. КТО?",negative,1340719931327983616
8803,"мне
нужен
доён в костюме вирта",neutral,1321901431457275905
8804,я вас люблю🥺,positive,1338737833318690823
8805,"вся питерская тусовка: снимает дохуячасовой реакт про один и тот же ролик
я: 😐 я посмотрю все https://t.co/qdytZFDeEX",negative,1314940321285976065
8806,@OvdInfo Пока виртуальность?,neutral,1216611990120157185
8807,@mariljn НЕПОН,skip,1259947912357908483
8808,И. Н. Политова: Русский язык. 6 класс. Диагностические работы. Углубленное изучение. К УМК В.... https://t.co/659K0tkvqR,neutral,1238151775393382400
8809,сейчас бы одеться и никуда не пойти https://t.co/NZeRcEemui,neutral,1252908624529313792
8810,"@OYasenevo @Gekko235 Да, был.",neutral,1337462295115542529
8811,"Пошёл за булкой в магазин 
Ради неё можно хоть на край света",positive,1256579517126250502
8812,хочу целоваться,positive,1263120878142926851
8813,Посол РФ в Белоруссии посетил святую обитель в Гродненской области,neutral,1314837929940975617
8814,"Господи, бедные мама Хиро и сам Хиро https://t.co/LPzcy0N9ls",negative,1328217185064345600
8815,"@darinka_k92 Не надо. Муж один, а подписчиков 7190.",skip,1305851360982769664
8816,"Полиция Дубны проводит набор кандидатов на обучение в Московском университете МВД России.

https://t.co/tkkTNRp1jG https://t.co/8YYoLVGYrr",neutral,1316610396673974272
8817,@sonwolfg1rl скинуть лесбийскую?,neutral,1342065761876127744
8818,@SibirskyOtmoroz У менял дороже!,neutral,1246439002883973126
8819,@Fragilash примерно куда и ЗВ,neutral,1242167624357855232
8820,Если по первому скажут что Малахов или Галкин умерли от короновируса то будет пиздец в стране. Берегите их.,negative,1239259629512777730
8821,@babyjang3 пусть удалится сам/а ☺️☺️,neutral,1272070742759428096
8822,"@KukuruzaLeon Круто, всегда чувствовала себя на 11",positive,1310507222993178624
8823,Сейчас подумала о том что где-то в мире наверняка есть больной ублюдок который ест гречку с майонезом https://t.co/hWwz7HW4px,neutral,1324657856772296705
8824,Не думал что мне отправят подобную картинку https://t.co/FPpVRPAftF,skip,1330123177494802437
8825,Вот теперь так легко почему-то,positive,1308014703294189568
8826,@M0NG0L0ID Хуйло селекция. Новый термин можно вводить(,negative,1270992680810696704
8827,"Я конечно все понимаю, но с этими фото в чб ну такие себе ассоциации",neutral,1335591467746795521
8828,"нахуя подписываться, что бы после того, как я подписалась в ответ, вы отписались ????",negative,1299772958836232192
8829,@tvoes4ast Я с 30 лет начну зожить как все алматинцы бегать на марафонах в фиделити ходить в горы,neutral,1324062865393963009
8830,@MixGrisha Просто погуглила и выбрала🤷🏼‍♀️,neutral,1262036084340506629
8831,@ilowyl о нет :(( поправляйся скорее!! 🥺,speech,1302604520883617792
8832,@bian_98 Чо,neutral,1344724346623946752
8833,"@BatsaikhanBSU Энэтхэгүүд баахан танк зэвсэглэж,  орос хэдэн доллартай боллоо доо :))",skip,1280460445460160512
8834,Вакансия: Онлайн менеджер (подработка для мам в декрет�... https://t.co/BzPiDDesMx,neutral,1307187850774016000
8835,@B_Kagarlitsky Кагарлицкий повелся на фантик,negative,1304326777637085184
8836,я не знаю что я чувствую,neutral,1308973055612530688
8837,@Komodsky Это ты в квас много сметаны нафигачил?,neutral,1281569834665480193
8838,"Вспомнила шутку про переменный ток и пельменный торт. 
Спустя мгновение инстаграм: https://t.co/JRiTxzIbnZ",neutral,1239946442611056640
8839,"Хочу начать вести этот аккаунт. Но вот дилемма справлюсь ли я. Потому что Инстаграм занимает много времени🙁

Где по вашему лучше и удобнее?",neutral,1239232051943006210
8840,"@Tuya80562633 😀😀юу гэж бган хөдөө хүн нь айнаа,",skip,1243884222969827328
8841,@SirDicksalot3 @Siless_Kan блять ГАЙЗ уберите хотя бы Ангелину из копии,negative,1216435254732476416
8842,@dlinnychulok А вам какая-то помощь от немецкого правительства полагается в этом случае?,neutral,1246078242399887360
8843,@grey_ship Благодарность игрокам?,neutral,1340005989521756160
8844,"пока я переодевалась, она выключила свой чайник, налила себе чаю и ПЕРЕКРЫЛА ГАЗ НА ПЛИТУ

спасибо блядь спасибо",negative,1221032778147475457
8845,хелп меня сталкерят https://t.co/sxmWyBQmZX,negative,1218149554866065408
8846,Шөнө утсаа цэнэглэхэд яг л ийм юм болдог доо... Бүр зэвүү хүрдэг шүү😠.   🤣🤣 https://t.co/IJZ3HT2suA,skip,1247875036116955137
8847,"@ProektZhit @TamaraFilch Очевидно, смертность от этой причины включили в статистику по ковид - другого варианта не вижу.",negative,1315761469544431616
8848,я свалила на ночной променад потому не могу посмотреть серию сейчас давайте коротко че там и как,neutral,1296487304677265408
8849,@Lucius_J_Brutus Дебили 🤣👍,positive,1341391695271878656
8850,"@alentina27 Бедные дети, кто из них вырастет с такими родителями",negative,1339894127425703936
8851,"dramatic portrait 🖤

(никакой обработки, просто исо вниз и яркий солнечный свет)) https://t.co/7wtapiwv5B",positive,1242474479655071746
8852,БЛЯЯЯЯ РЕАЛЬНО 13 ВЕРСИЙ????,neutral,1294130139400482816
8853,"А дети из-за этого ноют или орут в ответ за что на них начинают орать ещё больше 
Найс блять избегаю стрессовых ситуаций",negative,1289512609134153728
8854,"@Iamflowerfrog 🥺 нуу вот как можно быть такой прелестной, ты мне скажи
даа как минимум до альбома вэйви",positive,1258866171983659008
8855,@Gumpaa Юмыг яаж мэдэх вэ сэрэмжтэй л байгаарай!  /// гарьд магнай киноны хэсгээс,skip,1214087434339672064
8856,@souslecoeur приходи на рандеву купим тортику,positive,1271850717972742148
8857,"@Olgertushka конечно
а когда я куплю бухло тасе и хьюге вселенная вообще схлопнется",skip,1314509138446163969
8858,@blayrie @kami034ro ты забыла про карбонару ещё ее ешь,neutral,1276885359159320581
8859,"@olga_mat_zp @AndyRD11 имена преколдесные были, Май Абрикосов и Солнце че то там (зачем я это помню, мне было 4)",positive,1333330691774439424
8860,"я не знаю, мне так смешно стало, это просто надо слышать

а я ведь тогда почти разревелась прям на месте от обиды🗿",positive,1291067068520046592
8861,Столица должна быть примером для всех регионов — Аскар Мамин https://t.co/tE53G9hDbc,neutral,1263369537489186816
8862,"Кстати, я вообще щас без понятия где мой папаша и жив ли он😼",skip,1330893398480474113
8863,АААААААААААААААААААААААААААААААА https://t.co/9xbfpSfsms,skip,1264123488799019008
8864,"Владимирская область направит 1,5 млрд рублей на закупку льготных лекарств - Телеканал ""Наш Регион 33"" https://t.co/EVzsoyvVeW",neutral,1224747924883693569
8865,"Еду в такси а тут сначала был игл ай черри, а сейчас бритни!",positive,1297433451587678208
8866,"@cysmaylu Завтра будет, не ссы",positive,1341483571509420047
8867,@damnokjko с чего ты взял Артём,neutral,1290459741718810624
8868,@chuuyara_tyan ОКЕЙ,neutral,1286723728316026881
8869,"АААААААААААААААААААААААААААААААА
вдеенко",skip,1269709215377096704
8870,@jaalaa_g бн угаасаа 😅,skip,1268795662411476992
8871,@Zeleniy70 Вообще не понял зачем эта кодировка именно сейчас))),neutral,1341318953445023744
8872,@G_Zyuganov Ну вот завтра 27 апреля вы обьеденились и что делать будете? 🤔,neutral,1254227368253800449
8873,"@Leo_nardoLP @dariya491 Оо

а?",skip,1276894213330931713
8874,@ramm_krab Ой^^,skip,1324589518985564166
8875,Вообще без понятия куда поступать и на кого,neutral,1314574284392722432
8876,@fic_ruby Это один из моих первых фф в фандоме и когда на него гонят мне хочется 🥰🥰🥰 достать арбалет,skip,1281219023095676932
8877,ягами богиня,skip,1302711819568545797
8878,"@v_tretyakov @izvestia_ru Да уж, наши руки чистые.",neutral,1255529015940702208
8879,Без названия https://t.co/a2TaGBQnMs,skip,1266277452621295619
8880,@sxydenki @kn1ghtsceo липу хлебом не корми дай побуллить нас,skip,1302668639246733312
8881,@Donce1985 Ваще отличный вариант,positive,1329677746579140608
8882,@taetae_______ а может о себе 😔😔😔,neutral,1315227127810347008
8883,@kystyo ПОКАЖИ. МНЕ. МИЛУЮ. ФОТКУ. КОРОВЫ.,neutral,1333078697985847298
8884,"@_girl_with_luv_ Тэхен, Юнги",skip,1236551363208806400
8885,@oreSand44 неблагодарная?,negative,1317885918078996480
8886,@lamonesuch Прям откровение,neutral,1298698503984762882
8887,"#клубромантики 

я люблю его. https://t.co/PNZlXfy7ux",positive,1309918313351442432
8888,@tail_box Моя мечта,positive,1335242396796391427
8889,"@fairy_darya По моему ты просто ракурс выбирать научилась, не?",neutral,1266033105065914368
8890,В школах Улан-Удэ начали выдавать продуктовые наборы #НомерОдин https://t.co/5K5CLeRAHh,neutral,1339492787037810688
8891,@Pyrotechnig Это я знал всегда 💪🍄,positive,1286750567671508997
8892,@sherohovat о мне подходит,skip,1285180312520204293
8893,@enoootttikkk1 Россия для грустных,negative,1253027910551842816
8894,я думала для этого есть я.... ну ладно я запомнила.... https://t.co/blsALWfLQU,neutral,1255052261983752192
8895,аня из 2016 заказывала разные милые штучки с синнамонроллом откладывая деньги со столовки https://t.co/nK64tiMPf8,neutral,1303355850757672960
8896,@coucoussique_ Вот подозреваю что из-за второго пункта и тяжело мне 😁,skip,1323882556434108418
8897,"@khamzasharipkul Да, Путин народ российский кинул по полной!",negative,1260580140758773768
8898,@lady_shadow1 Не забудь маску https://t.co/mXRNWfnNxi,neutral,1270086044252286985
8899,посмотрела видос одногруппницы с Ульяновска с ее парнем и иду плакать,negative,1300549584582856704
8900,игнор о игнор почему ты сука не работаешь,negative,1222094813673218060
8901,"ах твиттер ивана урганта, а ведь всё так хорошо начиналось, но мы всё потеряли https://t.co/3fQzwpuWFT",negative,1266838461778100226
8902,в моей ленте инст█грам до сих пор ничего не запостили после этого... https://t.co/ykSNJlxkhi,negative,1237587477956669442
8903,"Так получилось, что год назад примерно в этих же числах я рисовала персонажа с похожим вайбом. Это что, прогресс?.. https://t.co/jW5DWJYUoQ",neutral,1318974809737486336
8904,"@NikoHunta @5AllanLeVito хоть будет время папика посмотреть, нельзя ш стоко работать",neutral,1223486676686778368
8905,"Когда это вижу ✨🤩✨🤩✨🤩✨🤩✨🤩💜🤩✨💜💃💜💃💜💃💜💃💜💃💜💃💜😌😍🎉
#LightItUpLikeDynamite https://t.co/Ex7GTGMRSY",positive,1296804842845937675
8906,@gerty_hule я не дам,neutral,1300521986033168386
8907,Вскрываемся https://t.co/bLamzPJB6I,neutral,1333836831000055808
8908,"@___kolobok___ @olga_pleteneva Не умничай, тебе это не идёт 😉😂",negative,1273292488997064704
8909,"может быть, я без работы и без денег, потому что в мультике «Принцесса и нищенка» в 2004 я выбрала Нищенку?",skip,1330595879749873672
8910,@_DeNStA_ Фейк,neutral,1333696674137444354
8911,@jiminshi_ksu БОЖЕ😭😭,negative,1291999986595627008
8912,@ax5glanzw Аааамммм... окекей? https://t.co/ijhsFhNlfA,skip,1261386395064688641
8913,"картинки с едой не будет, просто реально напоминаю",neutral,1268040809326223360
8914,@rarenight1 а может нет,neutral,1314672187828305926
8915,Я ВЕДЬМА,skip,1253645312083853313
8916,"Наконец-то у меня бинго!!!
Хотя бы где-то https://t.co/YZeHhGnxWD",positive,1262008599066394624
8917,@modus88308454 Все беды в стране от фопов и только у мужчин от женщин).,negative,1334973000844709891
8918,@fuchsgluck Это тут у нас на ладожской?,neutral,1245764684621504566
8919,"Поздравьте меня, я съем первый за два месяца завтрак в будний день",positive,1318762435348713472
8920,"Блин, как он это делает? Неужели просто фотошоп. https://t.co/SkkRoEBvHx",neutral,1250133844956786690
8921,"Им бы авторизацию подкрутить, чтобы она не вышвыривала с сайта примерно раз в сутки.",neutral,1314502813427343360
8922,"@DeliNicole @teddygrayss Что-то парень в своих комментариях наделал столько ошибок, начиная с глагола «надевать», заканчивая своим мнением",neutral,1293510288369737730
8923,"@xenidlk @iffangsia @Fen_gege Да 
И да жопу укушу",negative,1336280965216423937
8924,Кофе на голодный желудок просто заебись,neutral,1291942918916378624
8925,Я хорни https://t.co/B0nMDqVkxt,neutral,1282308862670970886
8926,Дерево Цоя в Киеве получило охранный статус - видео и фото | РБК Украина https://t.co/QdNzNwu4IG,neutral,1226425101228310537
8927,"@julia71903850 Дикая и страстная, как заяц",positive,1330798963759468545
8928,@babushka222 @odnaizvas Вы на этом же сайте? Я заказал,neutral,1243566890313752576
8929,ЧТО У АЙЗУ ВААВВ,skip,1262397939546238977
8930,В Каменском спасали ребенка https://t.co/4AGh90u7Wb,neutral,1292879393732341760
8931,можно сдохнуть,negative,1316118077650743296
8932,#Сантехника #Мастер Сантехник Краснобогатырская улица https://t.co/AkYaS4AzQT,neutral,1308274200709394432
8933,"Ненавижу этот ебаный неутолимый голод перед месячными 
Сука",negative,1252963720894038016
8934,@potraxa 😲😲 реально!!!,neutral,1256192328357892096
8935,"@furious_spartan Жутенько, если честно.",negative,1264194003433553920
8936,сегодня лента пестрит буллингом мужиков и я вцелом довольна,positive,1281731072103976960
8937,"@1863x Я её себе так и представлял, но думал что будет часа в 4 утра",neutral,1308704464984043520
8938,Завтрак )) https://t.co/o9ruBnZ1us,neutral,1343087003567591424
8939,@SamRegion_Press @D_Azaroff @D_Azaroff как ваше здоровье? Уже вылечились глядим😁,positive,1318526484743585792
8940,@GooLyaaaa Своим существованием,neutral,1219235015579590657
8941,"если солнце не потушат, будут зайчики с утра",skip,1329352373458923521
8942,"чем хуже день, тем больше тебе есть что написать в Твиттер

так уж вышло, что у всех в твиттере жизнь плохая 🤡",negative,1245380838717620231
8943,@_applepi__ Спасибо 🥺💔,speech,1257380583061237771
8944,@_https__ На 0%,skip,1226522295797211136
8945,@Vans_of_lou Ахпха жизаа,skip,1342472055686623232
8946,@HOBIMONSTRCOCK хз :),skip,1319560829499592704
8947,@lasareff Путин поручил разработать механизмы устойчивого стояка в условиях отсутствия белковой пищи,neutral,1330561461274505221
8948,@ariuntungalagn Згр²,skip,1319457800594935810
8949,@vasilisi_jkbf Доброе утро https://t.co/Mrdk0oiQGF,speech,1263691836167782400
8950,"Чемодан с колесиками появился через 30 лет после того, как отправили человека на Луну. ЧТОООО???",neutral,1270221084068130816
8951,"Мой малыш #SEHUN
дорос до взрослых 💏💏💏💏💏 

@weareoneEXO @layzhang @B_hundred_Hyun https://t.co/Q29BvFUiqH",positive,1289630418757722112
8952,Визовые центры Франции возобновили работу в России https://t.co/UQKlIc45DA,neutral,1285156627314880512
8953,Под Новосибирском браконьер 2-километровой сетью выловил рыбы на 3 млн рублей: https://t.co/nn9KpQV3RO,neutral,1287807985285320704
8954,а ваша любимая фотка ваших фавок тоже качеством в три квадратика??? https://t.co/faIBs9sbEu,neutral,1328141624707346435
8955,@inzhuvatkina @XLeBa Мне пофиг обычно на всех. Но блин это обидное обвинение от близкого человека,negative,1302204946352398342
8956,@32x41_ Бубим,skip,1251915522410721280
8957,@Romannoff7811 Бар знаю.... Про амзес не в курсе🙈 🤣🤣🤣😘✌️,skip,1254482499369082881
8958,@innnokesha надо бы окна закрыть))),neutral,1263766238922264576
8959,"""волейбол"" становится мэйнстримом~~",neutral,1262788953515720704
8960,"Продам землю 9.0 сот 1100000 руб г Стерлитамак Питомник СНТ, 7 https://t.co/qaGDBLDQy7",neutral,1240226345264844800
8961,@Dr_Alice_Woods Конфеты со вкусом виски🥃 помогут?,neutral,1320430388393762816
8962,ну да ну свадьба с учителем среди мертвяков че сразу тьфу-то... https://t.co/u6J6hAxSzc,negative,1288866363369500672
8963,@Dmitriy62248938 Что эта дебильная рожа в Москве делает?,negative,1217014756554498049
8964,@NonemoNonemo Почти как меня 💜💜💜💜💜,positive,1273573108901916672
